timestamp, p_x, p_y,p_z, q_x, q_y,q_z, q_w
DJI_0324.JPG,-29.406819,3.230086,16.217990,-0.911505,-0.383179,0.055419,0.138783
DJI_0325.JPG,-35.690084,1.871333,16.001505,-0.978286,-0.144105,0.019492,0.147686
DJI_0326.JPG,-43.694061,-0.758309,16.099815,-0.950482,0.275534,-0.034785,0.139482
DJI_0327.JPG,-51.390729,-2.834086,16.441793,-0.727535,0.672756,-0.086691,0.102840
DJI_0328.JPG,-56.104061,-4.480650,16.421436,-0.440123,0.888382,-0.117291,0.057555
DJI_0329.JPG,-51.571613,-8.467160,16.487839,-0.388892,0.911580,-0.122970,0.051617
DJI_0330.JPG,-44.935175,-14.742315,16.593076,-0.385775,0.912428,-0.125828,0.053094
DJI_0331.JPG,-42.244001,-19.385608,16.556267,-0.407565,0.902278,-0.127447,0.059514
DJI_0332.JPG,-46.056163,-24.927864,16.496952,-0.668160,0.730618,-0.104409,0.094115
DJI_0333.JPG,-49.312271,-29.571916,16.584201,-0.886220,0.443318,-0.065197,0.117616
DJI_0334.JPG,-46.647615,-26.449612,16.388468,-0.917018,0.375412,-0.055108,0.122914
DJI_0335.JPG,-40.418939,-20.123795,16.328961,-0.918925,0.369774,-0.054045,0.126188
DJI_0336.JPG,-34.322171,-14.145709,16.185653,-0.920425,0.365061,-0.053034,0.129368
DJI_0337.JPG,-28.552161,-8.409060,15.963638,-0.921408,0.361922,-0.052435,0.131419
DJI_0338.JPG,-22.965284,-2.882509,15.885324,-0.922538,0.358572,-0.051936,0.132864
DJI_0339.JPG,-17.387206,2.773176,15.955390,-0.922932,0.357268,-0.052120,0.133565
DJI_0340.JPG,-11.911205,8.292417,15.974156,-0.923427,0.355842,-0.051694,0.134113
DJI_0341.JPG,-6.356285,13.973763,15.931024,-0.923949,0.354514,-0.051183,0.134230
DJI_0342.JPG,-0.662141,19.712643,15.809321,-0.924415,0.353294,-0.050611,0.134455
DJI_0343.JPG,4.952856,25.354928,15.634852,-0.928152,0.342967,-0.049696,0.135785
DJI_0344.JPG,10.987447,31.199429,15.594886,-0.927296,0.344986,-0.050381,0.136269
DJI_0345.JPG,14.425769,36.466645,15.632179,-0.918840,0.366546,-0.058353,0.134058
DJI_0346.JPG,11.865937,43.446712,15.768128,-0.738433,0.658760,-0.095839,0.107549
DJI_0347.JPG,9.702217,51.174422,16.181411,-0.393410,0.909062,-0.124054,0.058705
DJI_0348.JPG,7.574854,58.870584,16.162472,-0.059883,-0.989380,0.132305,0.006136
DJI_0349.JPG,5.927534,60.902341,15.990671,-0.332144,-0.933936,0.124275,0.044711
DJI_0350.JPG,1.589194,55.421677,16.064180,-0.362823,-0.922211,0.124445,0.048991
DJI_0351.JPG,-4.910921,48.644181,16.154113,-0.365813,-0.920659,0.126675,0.050208
DJI_0352.JPG,-10.662666,42.725918,16.085709,-0.369604,-0.918696,0.129330,0.051616
DJI_0353.JPG,-16.180546,37.128016,15.991406,-0.374443,-0.916343,0.131407,0.053290
DJI_0354.JPG,-21.704749,31.624899,15.995852,-0.377141,-0.915006,0.132592,0.054302
DJI_0355.JPG,-27.343635,25.885972,15.948732,-0.379358,-0.913876,0.133802,0.054916
DJI_0356.JPG,-31.672038,19.708654,16.011374,-0.379518,-0.913635,0.133137,0.059267
DJI_0357.JPG,-30.921911,11.838924,15.902337,-0.259733,-0.954410,0.140820,0.042545
DJI_0358.JPG,-30.758135,4.038417,15.786557,-0.082100,-0.985590,0.146795,0.017955
DJI_0359.JPG,-30.858181,-4.186482,15.764686,-0.101787,0.983957,-0.146256,0.008734
DJI_0360.JPG,-30.989220,-12.301540,15.593841,-0.278626,0.949385,-0.140762,0.034942
DJI_0361.JPG,-31.272909,-20.188888,15.363400,-0.452095,0.880467,-0.129985,0.059085
DJI_0362.JPG,-31.600681,-28.260523,15.280641,-0.606178,0.782962,-0.114859,0.079542
DJI_0363.JPG,-31.919124,-36.036423,15.327999,-0.740879,0.657583,-0.095801,0.097495
DJI_0364.JPG,-32.295682,-44.279087,15.530199,-0.845311,0.516788,-0.076110,0.112193
DJI_0365.JPG,-31.744396,-46.649780,15.584043,-0.904343,0.405710,-0.062011,0.117121
DJI_0366.JPG,-26.825356,-41.003960,15.496179,-0.913894,0.383050,-0.057163,0.121666
DJI_0367.JPG,-20.824367,-34.742943,15.419126,-0.916285,0.376245,-0.055305,0.125710
DJI_0368.JPG,-15.102412,-29.071142,15.284227,-0.917429,0.372665,-0.053990,0.128572
DJI_0369.JPG,-9.465397,-23.409467,15.213439,-0.918065,0.370593,-0.052874,0.130471
DJI_0370.JPG,-3.805416,-17.732501,15.157747,-0.918774,0.368395,-0.052238,0.131948
DJI_0371.JPG,1.767669,-12.215112,15.079510,-0.919587,0.366132,-0.051674,0.132807
DJI_0372.JPG,7.556138,-6.380265,15.050012,-0.920224,0.364292,-0.051592,0.133479
DJI_0373.JPG,13.144854,-0.758964,15.030410,-0.920806,0.362686,-0.051382,0.133923
DJI_0374.JPG,18.837351,5.015885,15.088365,-0.921466,0.360918,-0.051044,0.134287
DJI_0375.JPG,24.487912,10.775902,15.167466,-0.922176,0.359082,-0.050651,0.134484
DJI_0376.JPG,29.886434,16.249490,15.233982,-0.922627,0.357464,-0.050380,0.135796
DJI_0377.JPG,36.481264,15.787335,15.387704,-0.864464,0.481731,-0.064650,0.128283
DJI_0378.JPG,44.340791,13.191990,15.430388,-0.574099,0.807173,-0.106507,0.086824
DJI_0379.JPG,52.107166,10.976663,15.544835,-0.142266,0.980909,-0.129901,0.026514
DJI_0380.JPG,58.396840,9.421781,15.659195,-0.290489,-0.947809,0.127020,0.033755
DJI_0381.JPG,58.470573,7.713928,15.567016,-0.369739,-0.919420,0.126110,0.045345
DJI_0382.JPG,53.983673,4.714563,15.432064,-0.378175,-0.915508,0.128691,0.047609
DJI_0383.JPG,47.594619,-0.317260,15.289794,-0.381188,-0.913722,0.131538,0.050052
DJI_0384.JPG,41.380911,-6.358638,15.218441,-0.383786,-0.912103,0.134168,0.052688
DJI_0385.JPG,35.626738,-12.131401,15.169378,-0.386128,-0.910693,0.136282,0.054498
DJI_0386.JPG,31.984070,-17.700346,15.313062,-0.390675,-0.908293,0.136922,0.060253
DJI_0387.JPG,34.024151,-25.301883,15.390086,-0.664133,-0.732904,0.112872,0.095074
DJI_0388.JPG,36.143200,-33.224420,15.321620,-0.918378,-0.370064,0.059652,0.126791
DJI_0389.JPG,37.390852,-37.284967,15.126598,-0.990704,-0.033946,0.008909,0.131432
DJI_0390.JPG,38.027228,-33.253534,15.020534,-0.991111,-0.004207,0.001222,0.132968
DJI_0391.JPG,37.255343,-24.833633,14.928531,-0.990583,0.000960,-0.002478,0.136890
DJI_0392.JPG,36.820733,-16.121657,14.944249,-0.990097,-0.000439,-0.004649,0.140307
DJI_0393.JPG,36.602217,-8.025209,14.929378,-0.989752,-0.001060,-0.006105,0.142662
DJI_0394.JPG,36.569001,-0.256052,14.826511,-0.989472,-0.005822,-0.005476,0.144501
DJI_0395.JPG,36.417474,7.789576,14.755117,-0.989136,-0.010127,-0.005226,0.146561
DJI_0396.JPG,36.216438,15.738554,14.722266,-0.988907,-0.013869,-0.004788,0.147807
DJI_0397.JPG,33.173296,22.220823,14.700868,-0.985716,0.076899,-0.022029,0.148208
DJI_0398.JPG,27.843152,28.336374,14.687132,-0.916389,0.371874,-0.057656,0.136441
DJI_0399.JPG,23.001624,34.614500,14.807539,-0.757717,0.637131,-0.088332,0.110121
DJI_0400.JPG,18.376108,41.004165,15.058202,-0.531497,0.836258,-0.111989,0.075106
DJI_0401.JPG,13.479843,47.241202,15.122021,-0.248072,0.959855,-0.126582,0.033413
DJI_0402.JPG,11.857265,48.654227,14.892858,-0.040794,0.990623,-0.130340,0.003759
DJI_0403.JPG,12.414082,42.594642,14.758858,-0.013537,0.990918,-0.133773,0.001697
DJI_0404.JPG,12.208761,33.763666,14.881744,-0.012472,0.990364,-0.137898,0.002855
DJI_0405.JPG,12.179178,25.323497,14.890162,-0.011326,0.989861,-0.141543,0.003445
DJI_0406.JPG,12.312927,17.477420,14.795923,-0.010252,0.989607,-0.143368,0.004378
DJI_0407.JPG,12.345679,9.351462,14.734532,-0.007998,0.989376,-0.145087,0.004650
DJI_0408.JPG,12.441418,1.346932,14.706918,-0.006572,0.989248,-0.146033,0.004372
DJI_0409.JPG,12.019197,-6.474213,14.728756,-0.002716,0.989042,-0.147506,0.005438
DJI_0413.JPG,-7.335861,-31.768758,14.543212,-0.908518,-0.393810,0.059351,0.126439
DJI_0414.JPG,-11.214974,-37.118254,14.300274,-0.987406,-0.080449,0.015910,0.135293
DJI_0415.JPG,-10.849477,-34.144067,14.128504,-0.990584,-0.015796,0.004153,0.135925
DJI_0416.JPG,-10.730118,-25.824387,14.234569,-0.990122,-0.011222,0.000281,0.139758
DJI_0417.JPG,-10.754956,-17.257125,14.138233,-0.989675,-0.010339,-0.002288,0.142940
DJI_0418.JPG,-10.898664,-9.281169,14.107666,-0.989268,-0.012643,-0.003729,0.145515
DJI_0419.JPG,-11.063363,-1.279621,14.072553,-0.988969,-0.015249,-0.004616,0.147265
DJI_0420.JPG,-11.205126,6.548309,14.028692,-0.988699,-0.016898,-0.004920,0.148877
DJI_0421.JPG,-11.302710,14.766634,14.063615,-0.988586,-0.018415,-0.005074,0.149443
DJI_0422.JPG,-13.552840,21.379409,13.890083,-0.987019,0.053265,-0.019981,0.150190
DJI_0423.JPG,-18.754668,27.271914,13.813980,-0.927068,0.343123,-0.054756,0.140760
DJI_0424.JPG,-23.968709,33.771809,14.099221,-0.776421,0.613465,-0.086009,0.115906
DJI_0425.JPG,-28.475480,40.121484,14.349182,-0.558562,0.818174,-0.109369,0.081476
DJI_0426.JPG,-32.984196,46.400021,14.426312,-0.282185,0.950405,-0.124634,0.039590
DJI_0427.JPG,-35.311561,49.085584,14.297980,-0.055571,0.989925,-0.130065,0.006516
DJI_0428.JPG,-34.592812,43.984662,14.248073,-0.018146,0.990723,-0.134661,0.002236
DJI_0429.JPG,-34.698857,35.765189,14.129878,-0.016498,0.990215,-0.138543,0.002815
DJI_0430.JPG,-34.903572,27.205874,14.163181,-0.014471,0.989794,-0.141739,0.002793
DJI_0431.JPG,-35.040037,19.076923,14.133368,-0.013544,0.989484,-0.143979,0.002760
DJI_0432.JPG,-34.951681,11.055380,14.111376,-0.012238,0.989274,-0.145528,0.002791
DJI_0433.JPG,-34.833874,3.061806,14.004153,-0.010090,0.989046,-0.147239,0.002570
DJI_0434.JPG,-34.754672,-4.267582,13.988830,-0.007741,0.988609,-0.150286,0.002450
DJI_0435.JPG,-35.980377,-4.670291,14.032493,-0.041753,0.987658,-0.150786,0.007169
DJI_0436.JPG,-40.990722,-0.384472,14.131774,-0.246962,0.957719,-0.143986,0.032430
DJI_0437.JPG,-48.146584,4.660589,14.180816,-0.495542,0.856881,-0.127231,0.063296
DJI_0438.JPG,-51.287108,7.444956,14.275131,-0.675225,0.725010,-0.104321,0.086880
DJI_0439.JPG,-45.180685,7.279540,14.499351,-0.704915,0.695613,-0.101631,0.094283
DJI_0440.JPG,-37.006127,6.814897,14.839642,-0.706921,0.693007,-0.102849,0.097087
DJI_0441.JPG,-28.560095,6.643604,15.076146,-0.707540,0.691963,-0.103752,0.099039
DJI_0442.JPG,-20.489916,6.506560,15.070275,-0.708465,0.690789,-0.103863,0.100501
DJI_0443.JPG,-12.286486,6.537789,15.247087,-0.712755,0.686372,-0.102701,0.101621
DJI_0444.JPG,-4.085667,6.548047,15.504789,-0.713339,0.685794,-0.102224,0.101903
DJI_0445.JPG,3.833201,6.626177,15.645235,-0.713319,0.685709,-0.102249,0.102587
DJI_0446.JPG,12.045351,6.714265,15.674057,-0.713522,0.685407,-0.101974,0.103468
DJI_0447.JPG,19.862180,6.812221,15.750244,-0.711915,0.686914,-0.101979,0.104530
DJI_0448.JPG,26.675193,3.005251,15.750334,-0.795154,0.588259,-0.089511,0.116918
DJI_0449.JPG,32.663291,-2.159293,15.808041,-0.941075,0.305668,-0.053639,0.134417
DJI_0450.JPG,39.211027,-7.373983,15.764375,-0.990132,0.004051,-0.011921,0.139573
DJI_0451.JPG,45.532811,-12.312147,15.687851,-0.941953,-0.307369,0.031005,0.131481
DJI_0452.JPG,52.206129,-16.819916,15.545099,-0.786471,-0.603510,0.076432,0.106755
DJI_0453.JPG,53.559140,-18.528332,15.568776,-0.695629,-0.705831,0.093924,0.095291
DJI_0454.JPG,48.948190,-18.149851,15.614755,-0.691806,-0.708686,0.098472,0.097325
DJI_0455.JPG,40.771554,-17.428789,15.667892,-0.690951,-0.708570,0.103070,0.099461
DJI_0456.JPG,32.088710,-17.194194,15.747480,-0.692416,-0.706488,0.106299,0.100682
DJI_0457.JPG,23.973825,-17.053869,15.787839,-0.692797,-0.705694,0.108440,0.101335
DJI_0458.JPG,16.151709,-16.952984,15.681220,-0.693953,-0.704250,0.109592,0.102231
DJI_0459.JPG,8.220610,-16.961031,15.544509,-0.695125,-0.702846,0.110331,0.103132
DJI_0460.JPG,-0.066641,-17.104521,15.520802,-0.697425,-0.700435,0.110475,0.103848
DJI_0461.JPG,-8.303810,-17.140540,15.478528,-0.699259,-0.698577,0.110266,0.104251
DJI_0462.JPG,-15.964686,-17.087448,15.347672,-0.700752,-0.696864,0.110668,0.105263
DJI_0463.JPG,-21.227420,-13.676775,15.287111,-0.720350,-0.676354,0.109917,0.107514
DJI_0464.JPG,-25.333253,-6.575161,15.206617,-0.842294,-0.517336,0.087458,0.123515
DJI_0465.JPG,-29.968063,0.374852,15.097617,-0.934886,-0.322866,0.057808,0.135661
DJI_0466.JPG,-34.585349,6.923953,15.045238,-0.985185,-0.093683,0.022458,0.141879
DJI_0467.JPG,-39.168011,13.605053,14.969012,-0.981910,0.126426,-0.010941,0.140533
DJI_0468.JPG,-43.550200,20.180839,14.757566,-0.931997,0.334669,-0.041356,0.132922
DJI_0469.JPG,-48.131178,26.781041,14.722599,-0.838532,0.527350,-0.068553,0.118602
DJI_0470.JPG,-50.382071,30.783862,14.823066,-0.732857,0.667205,-0.084918,0.102694
DJI_0471.JPG,-44.022924,30.404052,14.868251,-0.713646,0.687379,-0.090122,0.100486
DJI_0472.JPG,-35.300155,30.106244,14.962702,-0.710843,0.689894,-0.093255,0.100258
DJI_0473.JPG,-26.935738,30.154402,15.074435,-0.710527,0.689873,-0.095565,0.100467
DJI_0474.JPG,-18.944686,30.265653,15.212507,-0.710388,0.689791,-0.096995,0.100645
DJI_0475.JPG,-11.106830,30.416232,15.375270,-0.710616,0.689413,-0.098009,0.100644
DJI_0476.JPG,-3.054189,30.545400,15.453622,-0.711113,0.688822,-0.098668,0.100535
DJI_0477.JPG,4.914028,30.627603,15.475768,-0.712231,0.687583,-0.099139,0.100635
DJI_0478.JPG,13.049239,30.666607,15.548728,-0.713173,0.686553,-0.099233,0.100907
DJI_0479.JPG,20.446221,30.741652,15.695448,-0.713573,0.685696,-0.101303,0.101842
DJI_0480.JPG,23.056596,34.221691,15.807531,-0.686839,0.712425,-0.106962,0.096245
DJI_0481.JPG,23.184722,41.981847,15.814300,-0.605342,0.783179,-0.114586,0.084039
DJI_0482.JPG,24.405425,50.335540,15.870471,-0.488687,0.861135,-0.121501,0.069772
DJI_0483.JPG,83.028322,-11.082091,17.128277,-0.911842,-0.384105,0.052810,0.134976
DJI_0484.JPG,82.683292,-10.352321,17.412624,-0.911506,-0.384875,0.053038,0.134965
DJI_0485.JPG,80.751012,-8.613893,17.516242,-0.911341,-0.385055,0.053350,0.135441
DJI_0486.JPG,79.342092,-7.320505,17.561505,-0.911172,-0.385278,0.053557,0.135859
DJI_0487.JPG,77.056568,-5.171813,17.679113,-0.911086,-0.385419,0.053627,0.136011
DJI_0488.JPG,75.290162,-3.457968,17.684778,-0.910972,-0.385395,0.054028,0.136680
DJI_0489.JPG,72.983519,-1.014855,17.744489,-0.826112,-0.544202,0.075778,0.125063
DJI_0490.JPG,70.218744,0.778080,18.036075,-0.828282,-0.540712,0.078518,0.124154
DJI_0491.JPG,68.501417,1.388932,18.029985,-0.828754,-0.539929,0.078954,0.124135
DJI_0492.JPG,66.720794,2.213986,17.961418,-0.829148,-0.539366,0.079180,0.123810
DJI_0493.JPG,64.850112,3.069760,17.943437,-0.829442,-0.538962,0.079249,0.123557
DJI_0494.JPG,62.465894,4.166597,17.946712,-0.829806,-0.538415,0.079379,0.123409
DJI_0495.JPG,59.534041,5.508929,17.977794,-0.830107,-0.537798,0.080143,0.123581
DJI_0496.JPG,56.626996,6.822417,17.994432,-0.830380,-0.537337,0.080072,0.123796
DJI_0497.JPG,53.461880,8.214080,18.017053,-0.830646,-0.536921,0.079887,0.123939
DJI_0498.JPG,50.296573,9.599289,18.022659,-0.830841,-0.536677,0.079427,0.123984
DJI_0499.JPG,46.758286,11.051681,18.017733,-0.831240,-0.536104,0.079039,0.124039
DJI_0500.JPG,42.711507,12.679599,18.026583,-0.831542,-0.535652,0.078784,0.124134
